_id,username,sentiment,tweet,userLocation,location
ObjectID(572c968fa1503710d1ce5358),"Wharlay_Lee","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Lagos, Nigeria / Lee Temple",
ObjectID(572c9690a1503710d1ce5359),"tunnyOgunnowo","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite...... URL","Lagos, Nigeria",
ObjectID(572c9690a1503710d1ce535a),"julzisher","neg"," AT_USER 😂😂 such a faggot man lmfao",,
ObjectID(572c9692a1503710d1ce535b),"_WhiteMexican","neg"," AT_USER thanks faggot","Logansport, IN",
ObjectID(572c9695a1503710d1ce535c),"honoflife","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","ÜT: 6.4747008,3.3821945",
ObjectID(572c9697a1503710d1ce535d),"OfficialNotch07","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Google Map™",
ObjectID(572c9697a1503710d1ce535e),"honoflife","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite...... URL","ÜT: 6.4747008,3.3821945",
ObjectID(572c9698a1503710d1ce535f),"HaFeestoNova","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Nigeria",
ObjectID(572c969ba1503710d1ce5360),"AmandaOrgasm","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL",,
ObjectID(572c969da1503710d1ce5361),"BlessedHay","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","The MOMENT,Heading 2d FUTURE. ",
ObjectID(572c96a2a1503710d1ce5362),"emiloju22","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL",,
ObjectID(572c96a3a1503710d1ce5363),"KingNov11","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Behind you!!! Am following You",
ObjectID(572c96a4a1503710d1ce5364),"adewale_YSG","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Near By !!!",
ObjectID(572c96a5a1503710d1ce5365),"Official_JBee","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Nigeria",
ObjectID(572c96a6a1503710d1ce5366),"martyturd","neg"," AT_USER not let that happen but many will be stopped. ow the anger toward muslim by people will end when terrorist and refugees",,
ObjectID(572c96aaa1503710d1ce5367),"Chemist_analyst","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Abeokuta",
ObjectID(572c96aba1503710d1ce5368),"TheNaijaNews","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL",,
ObjectID(572c96b1a1503710d1ce5369),"IamSassy_SA","neg"," AT_USER awww you love me dyke bitch 🤗","Livin my life☺️",
ObjectID(572c96b3a1503710d1ce536a),"LikeMike_Soft","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Naija Is too Soft to leave",
ObjectID(572c96b4a1503710d1ce536b),"i_Sennie","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL","Lagos, Nigeria",
ObjectID(572c96b5a1503710d1ce536c),"Oyin_ChoCoHoLic","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL",,
ObjectID(572c96b7a1503710d1ce536d),"jst_shenny","neg"," tottenham and wembley stadium close to champions league deal: fa chairman greg dyke says tottenham are quite... URL",,
ObjectID(572c96b9a1503710d1ce536e),"rjayyeee_","neutral"," 😂😂😂😂😂 shit had me weak URL","DMV",
ObjectID(572c96cca1503710d1ce536f),"johnf_96","neg"," AT_USER AT_USER you're not even going faggot",,
ObjectID(572c96cda1503710d1ce5370),"BeLikeMike97","neg"," AT_USER faggot","Burleson, TX",
ObjectID(572c96e8a1503710d1ce5371),"RadButSadKid","neutral"," AT_USER at least i can open my twitter you faggot","Broken Arrow, OK",
ObjectID(572c96eca1503710d1ce5372),"torreymspears","neg"," trying to out-stupid stupid. this general election is going to be a race to the bottom. URL","Myakka City, FL",
ObjectID(572c9702a1503710d1ce5373),"HDHSports","neg"," congrats to AT_USER dejuan van dyke on being named region 4-aaaaa pitcher of the year! URL","McDonough, GA",
ObjectID(572c9703a1503710d1ce5374),"RealJamesKist","pos"," muslim poised to become london’s mayor called “moderate” muslims “uncle toms” (video) URL sharia jihad islam","Chicago, IL",
ObjectID(572c970ea1503710d1ce5375),"hazragl","neutral"," 'money jihad' and saudi wahhabi 'pivot' - oped URL","Adelaide, South Australia",
ObjectID(572c971ca1503710d1ce5376),"1987mozhaeva","neg"," cast of dick van dyke show URL",,
ObjectID(572c972ca1503710d1ce5377),"kocchadelice","neg"," please get out of our home really we have no need for such an inconsiderate self centered faggot","Malaysia",
ObjectID(572c9738a1503710d1ce5378),"JohnBeechy","neutral"," AT_USER palestinians report idf airstrikes on islamic jihad targets in southern gaza strip (haaretz)///","Toronto, On. Canada",
ObjectID(572c973fa1503710d1ce5379),"rodeorosary","neg"," muslim day (2 of 3) act! interviews disciple of islamist terrorist sheik... URL via AT_USER","Denton,Tx",
ObjectID(572c974ca1503710d1ce537a),"Protoshiv","pos"," AT_USER AT_USER AT_USER AT_USER AT_USER rape jihad by mohmad in quran muslims have no choice URL",,
ObjectID(572c9757a1503710d1ce537b),"CircleJensen","neg"," matthew van dyke: we were minutes from being killed or captured by isis URL via AT_USER",,
ObjectID(572c9762a1503710d1ce537c),"connor_audrey","neutral"," muslims using german military as a training ground for jihad URL","Scotland",
ObjectID(572c9779a1503710d1ce537d),"PJHoefling","neg"," AT_USER sweet faggot.","Boulder Junction, WI",
ObjectID(572c977aa1503710d1ce537e),"peytm98","neg"," ""shes a fucking dyke"" done😂","rock hall",
ObjectID(572c977aa1503710d1ce537f),"ParnabusJackson","neutral"," people allowed to do this in texas man wtf??? URL",,
ObjectID(572c9781a1503710d1ce5380),"isaacseidel7","neutral"," AT_USER expert on what, being jewish or an expert on domething else doesn't make him an expert on the meaning of jihad.",,
ObjectID(572c978ea1503710d1ce5381),"301laced","neg"," AT_USER faggot gnome jew URL",,
ObjectID(572c9795a1503710d1ce5382),"trillLizard","neg"," AT_USER AT_USER screaming into the void and sometimes the void calls me a faggot","california",
ObjectID(572c979aa1503710d1ce5383),"SnarkyPlatypus","neutral"," AT_USER devil’s dyke is lovely. i remember being up there in 2014.","The Ivory Tower of Snark",
ObjectID(572c97aaa1503710d1ce5384),"365USA","neutral"," tactics of terror. rt URL stopislam AT_USER makedclisten crusades wakeupamerica AT_USER","USA",
ObjectID(572c97aba1503710d1ce5385),"_akcast","neg"," ......bitch where URL","indiana",
ObjectID(572c97aba1503710d1ce5386),"delsIay","neg"," AT_USER 8 is gh faggot g is just g",,
ObjectID(572c97b1a1503710d1ce5387),"RetireTheLeft","neutral"," direct muslim support in gov't? retweet URL stopislam tcot ccot makedclisten teaparty conservatives","USA",
ObjectID(572c97b2a1503710d1ce5388),"CSPFreeFire","neutral"," how is jihad happening in our legal system? rt URL AT_USER tcot counterjihad URL","Washington DC",
ObjectID(572c97b5a1503710d1ce5389),"PatriotCauses","pos"," learn more about the ""secure freedom strategy” to combat global jihad. URL AT_USER gjm URL",,
ObjectID(572c97baa1503710d1ce538a),"TEE_MARIEX3","neg"," AT_USER i hateeee them i rather wear a hat but decided to brush my hair today so faggot umbrella it is lmaoooo",,
ObjectID(572c97d1a1503710d1ce538b),"Persian_Iranian","neutral"," boobs who's online: rasthagirl: URL ohmibod omg jihad","Middle East",
ObjectID(572c97dca1503710d1ce538c),"2tuff15","neg"," thank you dick van dyke! stillsanders feelthebern notmeus URL",,
ObjectID(572c97eba1503710d1ce538d),"freestuff909","pos"," AT_USER AT_USER 'jihad me at hello' that right there is some funny shit.",,
ObjectID(572c97f8a1503710d1ce538e),"caramillet","neg"," AT_USER paging dr faggot",,
ObjectID(572c97fda1503710d1ce538f),"screenwriter","neg"," AT_USER this faggot","New York, NY",
ObjectID(572c97ffa1503710d1ce5390),"koljahapssidg","neg"," raven dyke masseuse gives oralsex to blonde babe URL",,
ObjectID(572c9802a1503710d1ce5391),"goddessindira_","neg"," AT_USER faggot ass😭","MICHIGAN",
ObjectID(572c980ba1503710d1ce5392),"BasimaFaysal","neutral"," support for sharia and jihad amongst muslims is high. AT_USER","Human Rights & Sharia: Pick 1",
ObjectID(572c9810a1503710d1ce5393),"ExtraHotCheese","neg"," AT_USER hey faggot, give me your battle net blizzard name for overwatch","The United States of America",
ObjectID(572c9813a1503710d1ce5394),"k3mille_canlas","neg"," this bih called me a lil dyke🤔💀",,
ObjectID(572c9831a1503710d1ce5395),"farhanidrees09","neutral"," freenaveedbutt best jihad is word of truth spoken to a tyrant ruler.",,
ObjectID(572c9833a1503710d1ce5396),"stephenschiss03","neg"," AT_USER shut up faggot",,
ObjectID(572c9833a1503710d1ce5397),"TheEdgyYinzer","neg"," AT_USER you're a dc fan faggot. enjoy garbage ass bvs","#AP4LP #Cruz #HYDRA",
ObjectID(572c983da1503710d1ce5398),"Maniaca321","neg"," AT_USER AT_USER your dad has cancer faggot",,
ObjectID(572c9856a1503710d1ce5399),"DaddyDontLie","neg"," you know you ugly when a girl claims she likes black guys then curves you for an italian dude lmfaooo","Faithful,TX",
ObjectID(572c9859a1503710d1ce539a),"TomsResistance","neg"," AT_USER AT_USER he won't block me this faggot. eeeww look @ his profile lmao","België",
ObjectID(572c985fa1503710d1ce539b),"jonah_ebooks","neg"," i am not a dyke i am a rapper",,
ObjectID(572c9861a1503710d1ce539c),"ThatBrickster","neg"," AT_USER a-are you implying i'm a faggot?","England",
ObjectID(572c9866a1503710d1ce539d),"TinySekibanki","neg"," i can't hang out with mami, ms fortune, dirk strider or celty. i'm red. not a yellow faggot.","Human Village, being Spoopy",
ObjectID(572c987aa1503710d1ce539e),"D_Thompkins","neg"," AT_USER AT_USER i would say on van dyke between 12 &13. that's where the city hall/library is &the majority of events, fairs, etc.","MI/FL",
ObjectID(572c9884a1503710d1ce539f),"ImxAxis","neutral"," AT_USER no one cares redneck faggot","Wilkesboro, NC",
ObjectID(572c98a2a1503710d1ce53a0),"Shipley14","neg"," AT_USER no problem faggot","Logan, OH",
ObjectID(572c98a3a1503710d1ce53a1),"hartaminal","neg"," dick van dyke likes bernie! URL","Charlotte, North Carolina",
ObjectID(572c98aaa1503710d1ce53a2),"News_Liberal","pos"," rt sgrant525: trump loves ""the hispanics"" enough 2 deport us. will we get a free taco bowl as we leave? hillaryc… URL",,
ObjectID(572c98aba1503710d1ce53a3),"News_Liberal","neg"," rt villaraigosa: can't wait for hillaryclinton to eat his lunch in november. URL",,
ObjectID(572c98aca1503710d1ce53a4),"TayAsf","neg"," AT_USER faggot","2017",
ObjectID(572c98c3a1503710d1ce53a5),"autumn__fisher","neutral"," happy 💯💯💯 days on snapchat faggot AT_USER","don't call me Fall",
ObjectID(572c98dda1503710d1ce53a6),"r_r59r","neutral"," this king salman must b made to run like gaddafi soon! URL",,
ObjectID(572c98e8a1503710d1ce53a7),"83scasen_petrov","neg"," habille undressed craving faggot mur pour l'humiliation URL",,
ObjectID(572c98f2a1503710d1ce53a8),"TwitBot9000","neg"," isabella is an evil and ugly giant tit faggot.","DM to have your name featured",
ObjectID(572c98faa1503710d1ce53a9),"ShallowShan_","neutral"," unfortunately URL","a thousand miles frm comfort",
ObjectID(572c9907a1503710d1ce53aa),"_kingbill4_","neutral"," that nigga name is nour tho URL","HW",
ObjectID(572c9907a1503710d1ce53ab),"TheEdgyYinzer","neg"," you are such a fucking faggot URL","#AP4LP #Cruz #HYDRA",
ObjectID(572c9912a1503710d1ce53ac),"Ladyhazel__","neutral"," happy birthday faggot, have a gr8 day love you 🎈🎉❤️ AT_USER","McKinney, TX",
ObjectID(572c9913a1503710d1ce53ad),"jjustinlimmm","neg"," AT_USER faggot my phone gonna die",,
ObjectID(572c992aa1503710d1ce53ae),"Lolocaustianity","neg"," AT_USER AT_USER AT_USER AT_USER die of aids you fkn faggot!","Auschwitz, Lesser Poland",
ObjectID(572c9941a1503710d1ce53af),"knipses","pos"," AT_USER AT_USER jihad darrell? fantastic!",,
ObjectID(572c9951a1503710d1ce53b0),"Dad_Stop_","pos"," good one. i'm sure she was in on the job URL",,
ObjectID(572c9953a1503710d1ce53b1),"7GLcf6qIBW6tYHv","neg"," the popularity of past videos introduce !! dyke hottie eve angel mun URL les,#video,#adultmovies,#freeerotic,#pornmovie",,
ObjectID(572c995da1503710d1ce53b2),"BigKaahuna","neutral"," here for this URL","ville",
ObjectID(572c995da1503710d1ce53b3),"SatinesCuck","neg"," AT_USER i want to suck your cock so bad. i want to be your sissy whore faggot","Glory Holes",
ObjectID(572c995ea1503710d1ce53b4),"sweetsabina","neutral"," AT_USER united kingdom of islam!!! stopislam bansharia","USA",
ObjectID(572c9978a1503710d1ce53b5),"CDLatexSlut","pos"," always good to hear! URL","UK",
ObjectID(572c998ea1503710d1ce53b6),"Karontogarrett","neg"," after watching i asked my arab friend would he get mad if someone called him a terrorist, he said he would blow up😂💀 URL","DTX since 1997",
ObjectID(572c9994a1503710d1ce53b7),"sexy_lexie15","neg"," jurnee: ""i'm just gonna get a dyke haircut next year"" nick: ""you'll be my dyke"" lovestory",,
ObjectID(572c9995a1503710d1ce53b8),"wbkm","neg"," now playing at URL come listen! brian wilson; van dyke parks - lullaby","Burlington, VT, USA",
ObjectID(572c9997a1503710d1ce53b9),"Bizz408","neutral"," aaaand the faggot blocked me. good riddance. the gaming indutry is better off without fucking pricks like you. AT_USER","San Jose, CA",
ObjectID(572c999aa1503710d1ce53ba),"TrentonDishman","neg"," AT_USER you're a faggot","Ankeny, Iowa",
ObjectID(572c99a9a1503710d1ce53bb),"Canyoudigitsuka","neg"," AT_USER AT_USER it doesn't mean your but it is some fruity faggot shit","England, United Kingdom",
ObjectID(572c99b4a1503710d1ce53bc),"_xoxo_miichelle","neutral"," this was my lock screen for the longest 😍😍 URL",,
ObjectID(572c99bba1503710d1ce53bd),"tvogvo","pos"," AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump make america great again! stop fraud now!!!",,
ObjectID(572c99c4a1503710d1ce53be),"_wtfkistini","pos"," well deserved. URL","JPN✈️ MO",
ObjectID(572c99d1a1503710d1ce53bf),"RaySmoke_","neg"," i don't why people wear black & brown together its so ugly 😂","Baltimore",
ObjectID(572c99d1a1503710d1ce53c0),"Canyoudigitsuka","neg"," AT_USER AT_USER it doesn't mean your gay but it is some fruity faggot shit","England, United Kingdom",
ObjectID(572c99d2a1503710d1ce53c1),"JeeZeh","neg"," AT_USER you suck faggot","Ireland",
ObjectID(572c99dda1503710d1ce53c2),"Ovenkin","neg"," immigtation you purposefully dense merchant-stroking faggot URL","FSB safe house, Bay Ridge, JYC",
ObjectID(572c99dfa1503710d1ce53c3),"skyler12388","neg"," 😅 thts a joke rght, ""peaceful muslims"" don't exist boy. you've already proven tht & so have we. bluehand stopislam URL","Florida",
ObjectID(572c99f0a1503710d1ce53c4),"okyere_tawiah","neutral"," greg dyke: ""i think chelsea might come to wembley for a longer period because they have really exciting plans for stamford bridge."" [sky]","GHANA/ACHIMOTA",
ObjectID(572c9a0ba1503710d1ce53c5),"Scarey98","neg"," AT_USER fucking fight me faggot","Ireland",
ObjectID(572c9a10a1503710d1ce53c6),"Classic_Senpai","neg"," clearly not. if you were, you wouldn't be a faggot. URL","The Internet",
ObjectID(572c9a16a1503710d1ce53c7),"JIHADinter","pos"," AT_USER this AT_USER is a great guy, allah loves him. but i am jihad and he is matteo, nothing more to say.",,
ObjectID(572c9a1aa1503710d1ce53c8),"aqibAKhassan","neutral"," straight up 😤 URL",,
ObjectID(572c9a1da1503710d1ce53c9),"dontflingpoop","neg"," AT_USER AT_USER she also wanted to be a faggot.","United States",
ObjectID(572c9a1ea1503710d1ce53ca),"l0vezosa","neg"," same thing with like dark blue and black...i hate that shit lol URL","Boolin in da bando",
ObjectID(572c9a20a1503710d1ce53cb),"peptorn","pos"," AT_USER f/ AT_USER ""for some european women being part of jihad is a kind of ganging"" sou2016 URL","Florence, Tuscany",
ObjectID(572c9a35a1503710d1ce53cc),"_SHANNII","pos"," my mans is s fine 😍😍😘😌 URL","up.",
ObjectID(572c9a43a1503710d1ce53cd),"NursingTopNews","neutral"," 3 muslims arrested in the dalit nursing student rape case in kerala- love jihad URL via AT_USER",,
ObjectID(572c9a43a1503710d1ce53ce),"DEEEMTHR333","neutral"," bro, these next 4 years are going to get ugly. look how many white cops have killed black people while obama is president. imagine fucking",,
ObjectID(572c9a43a1503710d1ce53cf),"intensionality","neutral"," AT_USER vastly overblown: URL",,
ObjectID(572c9a49a1503710d1ce53d0),"Duskatrkulja1","neutral"," AT_USER AT_USER islam is the only cause of jihad and that needs to be repeated to the apologists ad nauseum.","England, United Kingdom",
ObjectID(572c9a4ea1503710d1ce53d1),"Dwill101","neutral"," lmao this hoe at lakeview URL","Dallas, TX ✈️",
ObjectID(572c9a4ea1503710d1ce53d2),"Emery_Mike","pos"," can you believe unqualified AT_USER said ""they will be deported"" then said ""i love hispanics""? dumptrump URL","Fayetteville, Arkansas",
ObjectID(572c9a5ca1503710d1ce53d3),"_AlexRuby","neg"," AT_USER yo that pussy ass sesame street fake 40 oz van faggot ass lame really fucked up niggas grind. pussy ass AT_USER","716-704",
ObjectID(572c9a66a1503710d1ce53d4),"BrandonWozniak","neg"," AT_USER my ""faggot ass riff raff wanna be lil kim lookin ass fuck boi"" is more like it.","IL",
ObjectID(572c9a6da1503710d1ce53d5),"IamSassy_SA","neg"," AT_USER 🤗 love you too dyke 😘","Livin my life☺️",
ObjectID(572c9a6ea1503710d1ce53d6),"kbudrich","neg"," dislikes: khaoskid663 (mega-ass faggot), happiness, kevin robinson (fuck you kevin stop showing every1 my deviantart), my dad, football,","land of memes",
ObjectID(572c9a87a1503710d1ce53d7),"JOHNLWORK","neutral"," germany's last-ditch counter-jihad efforts - too little too late for europe? URL","USA",
ObjectID(572c9a8ca1503710d1ce53d8),"tvogvo","pos"," AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump make america great again!",,
ObjectID(572c9a91a1503710d1ce53d9),"Tx40x","neg"," AT_USER no thanks faggot. get educated before you comment","Bolingbrook, IL",
ObjectID(572c9aaea1503710d1ce53da),"doun_toush","neg"," why niggas always hate on kodak poke a pines? URL",,
ObjectID(572c9ac9a1503710d1ce53db),"ImNotATrollYano","neg"," AT_USER AT_USER haha charlie weve got klopp you little faggot","Leicester, England",
ObjectID(572c9ad0a1503710d1ce53dc),"TheRealMarkitta","neg"," my lil savage URL","bullcity NC ",
ObjectID(572c9ae8a1503710d1ce53dd),"landongeire","neutral"," joanna has resceduled until next friday at 11am. lots of weird things going on at 420 cun tree layne - jihad? hmmmm URL","Peterborough, Ontario","{ ""type"" : ""Point"", ""coordinates"" : [ 44.30727554, -78.3058168 ] }"
ObjectID(572c9aeea1503710d1ce53de),"X_Aeon_X","pos"," special thanks to AT_USER for helping out a faggot in need & stopping him from giving up on twitter altogether. URL",,
ObjectID(572c9afba1503710d1ce53df),"DamnKmar","neutral"," you can not be serious with this caption? URL",,
ObjectID(572c9affa1503710d1ce53e0),"makaylacortinas","neg"," let's see how many times i get called a dyke today for wearing basketball shorts","gary, merica",
ObjectID(572c9b01a1503710d1ce53e1),"reallaent_","neg"," AT_USER i'm not a dyke","*yellowheart*",
ObjectID(572c9b0aa1503710d1ce53e2),"BleakleyS","neutral"," how pathetic they are URL","Australia",
ObjectID(572c9b0da1503710d1ce53e3),"BasimaFaysal","pos"," this is popular. URL","Human Rights & Sharia: Pick 1",
ObjectID(572c9b12a1503710d1ce53e4),"C_Prom5280","neg"," AT_USER faggot","DENVER, BRONCOS COUNTRY",
ObjectID(572c9b2ea1503710d1ce53e5),"PaloSmith","neutral"," environmental jihad. wakeupcanada fortmacfire fortmcmurray ymmfire","New Mexico, USA",
ObjectID(572c9b30a1503710d1ce53e6),"AustinDrink","neutral"," chance acid rapper soccer hacky sacker cocky khaki jacket jacker slap happy faggot slapper iraqi rocket launcher",,
ObjectID(572c9b35a1503710d1ce53e7),"TGrozay","pos"," well! URL","Floating over Vegas  ",
ObjectID(572c9b41a1503710d1ce53e8),"donald_bill","neg"," AT_USER AT_USER i think youre a degenerate faggot, but trs is obsessed with purity.",,
ObjectID(572c9b43a1503710d1ce53e9),"Classic_Senpai","neg"," and you're a disingenuous faggot and a dullard. kys. AT_USER AT_USER","The Internet",
ObjectID(572c9b47a1503710d1ce53ea),"X_Aeon_X","pos"," special thanks to AT_USER for helping out a faggot in need & stopping him from giving up on twitter... URL",,
ObjectID(572c9b5ba1503710d1ce53eb),"xcrdva","neg"," AT_USER what a faggot hahahaha AT_USER","Espadrilles ㄣ⃒ former zero,L7",
ObjectID(572c9b63a1503710d1ce53ec),"717shid","neg"," this nigga chris bosh really a faggot lol","Playstation Universe",
ObjectID(572c9b6ca1503710d1ce53ed),"worldcrunch","neutral"," discrimination and poverty help spread islamic fanaticism? (understanding is not justifying) URL","Paris, France",
ObjectID(572c9b6da1503710d1ce53ee),"95ecraivanova","neg"," dick van dyke health URL",,
ObjectID(572c9b6fa1503710d1ce53ef),"mildadyke77","neg"," etsymamam etsygifsfor mom red red for mama by milda dyke URL via AT_USER","HERSHEY ",
ObjectID(572c9b72a1503710d1ce53f0),"AdamBrazeau1989","neg"," AT_USER go collect your welfare faggot","Wisconsin",
ObjectID(572c9b9ea1503710d1ce53f1),"RecessIsOverrrr","neg"," i woke up to somebody ugly and black guess who 😭😭😭😒","Chasing My Dreams ✈️",
ObjectID(572c9ba1a1503710d1ce53f2),"JM_Earhart","neg"," i can't even walk to the bus sometimes without facing minor discrimination like being called ""the faggot"" etc etc. or at the gym..",,
ObjectID(572c9ba7a1503710d1ce53f3),"EuphoniusNuts","neutral"," billnyeasks is islamic jihad doctrine caused by co2?",,
ObjectID(572c9ba9a1503710d1ce53f4),"teamr1234","neg"," AT_USER AT_USER shut up you stupid spick faggot",,
ObjectID(572c9bc6a1503710d1ce53f5),"JOZR_93","neg"," because you're a flaming faggot.. URL","San Diego, CA",
ObjectID(572c9bd5a1503710d1ce53f6),"jgabbard42","neg"," AT_USER hi mr. van dyke. found a minor league player named rob petrie. the inspiration for your rob petrie? URL",,
ObjectID(572c9be0a1503710d1ce53f7),"CnsrvtvReActvst","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, ... URL nosharia sioa","PGH PA USA",
ObjectID(572c9be0a1503710d1ce53f8),"1861_again","neutral"," via AT_USER islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’ URL twisters fb","Eastern Iowa",
ObjectID(572c9be1a1503710d1ce53f9),"PamelaGeller","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emboldened and e... URL","Montana",
ObjectID(572c9be2a1503710d1ce53fa),"atlasshrugs","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emboldened and e... URL","NY",
ObjectID(572c9be2a1503710d1ce53fb),"AFDINational","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emboldened and e... URL",,
ObjectID(572c9be2a1503710d1ce53fc),"SIOAmerica","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emboldened and e... URL","America",
ObjectID(572c9be3a1503710d1ce53fd),"MyJihadUS","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emboldened and e... URL","Everywhere ",
ObjectID(572c9be4a1503710d1ce53fe),"JComm_BlogFeeds","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, embo... URL atlasshrugs","Germany",
ObjectID(572c9be7a1503710d1ce53ff),"Lucas79113967","neutral"," masteroflowlifes: br1985gd: ... - URL - gaypics bears hairygay beardaddy twink bears URL",,
ObjectID(572c9be7a1503710d1ce5400),"DJROMANROXFORD","neutral"," breakingnews islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of ev... URL rome","VEGAS/MIAMI",
ObjectID(572c9be7a1503710d1ce5401),"BamanFan","neg"," AT_USER AT_USER AT_USER k, like i care anyway, faggot.","Almyros, Greece",
ObjectID(572c9be7a1503710d1ce5402),"The_American_1","neutral"," breakingnews islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of ev... URL rome",,
ObjectID(572c9be8a1503710d1ce5403),"Spiritual_Rise","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emb... URL filthyislam","Worldwide",
ObjectID(572c9beca1503710d1ce5404),"Almansur777","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emboldened and e... URL",,
ObjectID(572c9beca1503710d1ce5405),"IslamophobiaLOL","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, em... URL islamophobia","Mecca",
ObjectID(572c9beda1503710d1ce5406),"PolincoNews","neg"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’: axis of evil, emboldened and e... URL",,
ObjectID(572c9c01a1503710d1ce5407),"jaeenextdoor","neutral"," AT_USER you shoulda beat my ass like this then 😂😂 URL",,
ObjectID(572c9c03a1503710d1ce5408),"ZCarefoot","neg"," never met a faggot that was such a drama queen omg 😂","Pennsylvania, USA",
ObjectID(572c9c06a1503710d1ce5409),"Conscores","neutral"," the enemy is waging a holy war against us — that must be recognized. rt URL stopislam makedclisten wakeupamerica","USA",
ObjectID(572c9c09a1503710d1ce540a),"t4c0c4t_","neg"," at least we dont have any ugly black pearls on our face",,
ObjectID(572c9c09a1503710d1ce540b),"CatholicsTweet","neutral"," exclusive - geert wilders on islam in europe! rt URL stopislam tomtrento AT_USER makedclisten bansharia","Roman Catholic World!",
ObjectID(572c9c0aa1503710d1ce540c),"RetireTheLeft","neutral"," rest in peace officer ramos. rt URL stopislam tcot ccot makedclisten teaparty conservatives","USA",
ObjectID(572c9c0aa1503710d1ce540d),"ShilohHeritage","neutral"," but you sayin nigga .....idgi URL","Dallas, Texas",
ObjectID(572c9c18a1503710d1ce540e),"elian_bazannn","pos"," i'm a lil happy ",,
ObjectID(572c9c33a1503710d1ce540f),"NYGSTILL","neg"," meet me at fuckn walmart western hills square, 2322 ferguson rd, cincinnati, oh 45238, u pillow biting faggot URL","Out back in Bill Cox's garage",
ObjectID(572c9c37a1503710d1ce5410),"teamr1234","neg"," AT_USER AT_USER where's the emails? where's the countless people bill clinton raped? stfu faggot",,
ObjectID(572c9c38a1503710d1ce5411),"ardnapls","neg"," AT_USER youre a faggot","London",
ObjectID(572c9c3da1503710d1ce5412),"switch_d","neutral"," spotlight on global jihad (april 21 – may 4, 2016) [pdf] URL","Inside",
ObjectID(572c9c3da1503710d1ce5413),"okyere_tawiah","neutral"," greg dyke: ""they may demolish the whole thing and build a whole new stadium.if they can that would mean them coming for three years."" [sky]","GHANA/ACHIMOTA",
ObjectID(572c9c47a1503710d1ce5414),"Gundroog","neg"," not sure why i haven't deleted this faggot yet URL","Dangerous Space",
ObjectID(572c9c4ba1503710d1ce5415),"Tundranatorr","neg"," straqt is. fucking faggot let kill hik",,
ObjectID(572c9c55a1503710d1ce5416),"uequqi4","neg"," dyke spreads her legs wide for babes licking URL",,
ObjectID(572c9c57a1503710d1ce5417),"mortus_victus","pos"," wow! does AT_USER know? more ammo for his speeches. a couple more percent. enough pandering! stopislam URL",,
ObjectID(572c9c5ea1503710d1ce5418),"okyere_tawiah","neg"," greg dyke: ""we thought we had a responsibility to english football if we can fit chelsea in. of course we get some income out of it."" [sky]","GHANA/ACHIMOTA",
