_id,username,userLocation,tweet,location
ObjectID(5742d197a150371dfcaed067),"Reyna24yrsAss",," punishtube finger that bitch's ass doggy style. limited special offer: URL URL",
ObjectID(5742d197a150371dfcaed068),"Soepheea",," AT_USER 😂😂 bitch what?? cus niggas came at my backside and i was still standing bitch URL",
ObjectID(5742d198a150371dfcaed069),"SuperHerman92","New Jersey"," AT_USER maybe if he wasn't such a bitch and kept practicing he could",
ObjectID(5742d19ba150371dfcaed06a),"biebsettle","I stan tons ღ "," AT_USER bitch me too, thats the country i live in im so",
ObjectID(5742d19ba150371dfcaed06b),"095a44Alex",," mature sexygirls bitch tits just send me a message.😘 view photos ❤ i love sex! URL URL",
ObjectID(5742d19ca150371dfcaed06c),"ZacariasElDivo","Houston, Texas"," ""shut up bitch"" is my favorite song on lil kim's 2005 ""naked truth"" cd. i wish all my haters should shut up and leave me alone.",
ObjectID(5742d19ea150371dfcaed06d),"sparklybambi","Detroit, MI"," but that's not a revolver 😳 that's gone be a short game 😂 URL",
ObjectID(5742d19fa150371dfcaed06e),"bxddecisions","addy"," no my rib hurts like fucking hell. URL",
ObjectID(5742d1a3a150371dfcaed06f),"TrumpGear2016","New York, USA"," trump trumptrain trump that bitch hillary button. anti clinton donald 2016 us: $2.49e... URL trump2016 news rt",
ObjectID(5742d1a3a150371dfcaed070),"DreaForevereva","Texas, USA"," 📷 shez-a-bitch: jumpsuits, playsuits, shorts and laceeee summer summer sale URL",
ObjectID(5742d1a3a150371dfcaed071),"CHOCOHUNTY",," AT_USER ok she really isn't but.................. i honestly just focused on the first part where u mentioned taeyeon being sm's bitch",
ObjectID(5742d1a5a150371dfcaed072),"ThoseCooIKids","LA"," how old are you, exactly? URL",
ObjectID(5742d1a7a150371dfcaed073),"hsobjnjn",," hot bitch cucks husband in amateur interracial fuck URL",
ObjectID(5742d1a8a150371dfcaed074),"LewDowd","Preston, England "," we're actually sweethearts who all suffer from resting bitch face & potty mouth syndrome but her whatevs. 👙🕶👟",
ObjectID(5742d1a9a150371dfcaed075),"Dennardnnx",," bitch so ugly even hello kitty said goodbye",
ObjectID(5742d1aaa150371dfcaed076),"Zulu_Admiral","Johannesburg"," karma is a bitch guys. treat people outside your workplace the same way u want to be treated at yours. simple",
ObjectID(5742d1aaa150371dfcaed077),"IMTHEDONYALL",," AT_USER AT_USER fuck that bitch 😂",
ObjectID(5742d1aaa150371dfcaed078),"pjoudi","Dubai, United Arab Emirates"," what ever you guys are doing just don't be bitch or jerk . d'accord?",
ObjectID(5742d1aba150371dfcaed079),"champgnesmami","goddess of light aoife"," i hate my mom. this bitch really just woke me up at 5:20 asking for money",
ObjectID(5742d1aca150371dfcaed07a),"sadqirlsclub","planet doom ❁"," abercrombie & bitch",
ObjectID(5742d1aca150371dfcaed07b),"TeenGFLiza",," teens young teen bitch image teenbitch URL",
ObjectID(5742d1ada150371dfcaed07c),"funRANN",," AT_USER hahahahaha im a bitch, bitch without money",
ObjectID(5742d1afa150371dfcaed07d),"youknowwhatsgr8","Luton, England"," AT_USER AT_USER okkaayyy okayyyyy yasss bitch",
ObjectID(5742d1afa150371dfcaed07e),"Ce4a42Lomanto",," mature sexygirls bitch tits i love masturbating and sucking 😈! write to me ➡➡ URL URL",
ObjectID(5742d1b0a150371dfcaed07f),"holostan","marina"," AT_USER bitch where? 🤔",
ObjectID(5742d1b1a150371dfcaed080),"MattieEdge","Bath"," english lit you were a bitch",
ObjectID(5742d1b2a150371dfcaed081),"WhoIsNoshen","Sverige"," AT_USER AT_USER AT_USER bitch, i've known you since you where 9",
ObjectID(5742d1b4a150371dfcaed082),"badboydick22",," AT_USER URL luv to fuck seema holes nd her response is dat make me ur bitch infrnt of my hubby. muaah",
ObjectID(5742d1b4a150371dfcaed083),"_faiii","with mariah. "," lmfaoo i can't stand ya. URL",
ObjectID(5742d1b5a150371dfcaed084),"seducingxsuggy","New Zealand"," i think i'm funny when in reality i'm just a bitch so i'm sorry to everyone",
ObjectID(5742d1b5a150371dfcaed085),"meanassstay","DM[V]"," AT_USER bitch try again",
ObjectID(5742d1b5a150371dfcaed086),"BELLA_CbT",," if i'm a bitch you a pussy nigga",
ObjectID(5742d1b5a150371dfcaed087),"NoahDonut","Ergens"," i beat AT_USER as AT_USER no. 1 fan! URL get it: URL bitch",
ObjectID(5742d1b5a150371dfcaed088),"swiftreus","my mirror • FKYNF™"," red and speak now stans fighting bitch URL",
ObjectID(5742d1b6a150371dfcaed089),"JolinaLandagora","Paris, France"," don't blame me little bitch.",
ObjectID(5742d1b6a150371dfcaed08a),"dhxrxni",," gdi bitching about three diff people w two other bitch buddies hahahahaha",
ObjectID(5742d1b7a150371dfcaed08b),"iAmSoldOutx",," i always knew this bitch had it in her! i hope she continues to give her everything in her performances URL",
ObjectID(5742d1b8a150371dfcaed08c),"ohhfttb1",," redhead bitch suck and cum URL",
ObjectID(5742d1b8a150371dfcaed08d),"OntarrioHopkins",," if you was to like my girl, that mean u prolly really like me, cause i put her on that real shit, so she prolly act like me, and you a fag.",
ObjectID(5742d1b8a150371dfcaed08e),"Jozette___","southern california•"," still thinking who is this bitch and why was she in the front seat?🤔",
ObjectID(5742d1baa150371dfcaed08f),"0realune",," this bitch nose so big she can smell what the rock is cooking",
ObjectID(5742d1baa150371dfcaed090),"raycionna_","snapchat: raycionnna"," shit kills me 😂 URL",
ObjectID(5742d1baa150371dfcaed091),"TheGlamourGuy","La La Land"," it's this bitch's birthday, too! joan collins turns 83. joancollins URL",
ObjectID(5742d1bba150371dfcaed092),"ChristineLily2",," stuck up bitch greets man with a firm hand job URL",
ObjectID(5742d1bda150371dfcaed093),"alexgrissell","Sydney, New South Wales"," AT_USER bitch please it's only 8pm",
ObjectID(5742d1bea150371dfcaed094),"Bigmase_","Gym Balling"," want a bitch with a million dollar mind",
ObjectID(5742d1bfa150371dfcaed095),"ceemercedes",," when a bitch who stalked and started shit with you on your old twitter blocks you on your new one that you made months after you deleted the",
ObjectID(5742d1c0a150371dfcaed096),"paultaughtyou",," bitch you should be in good shape all that running from them roaches in that studio apartment URL",
ObjectID(5742d1c0a150371dfcaed097),"imtayok","chicago "," AT_USER happy birthday bitch hope its amazing as you love 💞💞",
ObjectID(5742d1c0a150371dfcaed098),"THCxLion","Dallas, TX"," not fan of the spit action URL",
ObjectID(5742d1c0a150371dfcaed099),"afrimerican_","Ghana"," he has learnt more jutsu as a host than you ever did on earth please URL",
ObjectID(5742d1c1a150371dfcaed09a),"queensofsassuk",," tragic 😢 queensofsass black fashion clothes goth lol fml sassy bitch URL",
ObjectID(5742d1c2a150371dfcaed09b),"PlXIELIGHT","she/her"," ok then bitch grazie per ignorandomi",
ObjectID(5742d1c2a150371dfcaed09c),"ingef_volinkina",," move bitch discomfort URL",
ObjectID(5742d1c4a150371dfcaed09d),"bhuyashi_baidya",," AT_USER so u won the best female artist? u rock bitch bbmas",
ObjectID(5742d1c6a150371dfcaed09e),"empaskov",," AT_USER prt2 please don't stop making them and just continue being your nonbasic bitch self 💖💖💖💖💖",
ObjectID(5742d1c6a150371dfcaed09f),"not_okei",," AT_USER bitch we came to a consensus that sera switches so she can still top but but not all the time",
ObjectID(5742d1c8a150371dfcaed0a0),"MollyWayQuin","|-/"," the only straight i am's a straight up bitch",
ObjectID(5742d1c9a150371dfcaed0a1),"JamesLewisMurr1","Hamilton Caledonia"," check the muslim bitch in the middle and the pension chasing plod cunt coward doing fuck all about it. traitors !!! URL",
ObjectID(5742d1caa150371dfcaed0a2),"spacely510","Oakland, CA"," fuck 12 fuck yo bitch fuck everythang 🖕🏾🖕🏾🖕🏾",
ObjectID(5742d1caa150371dfcaed0a3),"jiminishh","150505"," bitch i just made a typo",
ObjectID(5742d1cba150371dfcaed0a4),"ZacariasElDivo","Houston, Texas"," shut up bitch"" is my favorite song on lil kim's 2005 ""naked truth"" cd. i wish all my haters would shut up and leave me alone.",
ObjectID(5742d1cba150371dfcaed0a5),"nigelying","404 unknown error "," AT_USER passion for sex customer lol, so cheap still want a damn discount rather that bitch not buy it from you if she's gonna complain",
ObjectID(5742d1cea150371dfcaed0a6),"IgnantNegrito","fortress of solitude "," AT_USER AT_USER steph has a song about him ""fuck steph curry lightskinned bitch",
ObjectID(5742d1cea150371dfcaed0a7),"shvnelising",," ok ya nvm i'm returning this bitch 🙂",
ObjectID(5742d1cea150371dfcaed0a8),"salomestranger","Georgia"," a new favorite: rihanna - bitch better have my money (karetus remix)*free download* by AT_USER URL on soundcloud",
ObjectID(5742d1d0a150371dfcaed0a9),"Spunkychick167","New Mexico, USA"," i swear you help a bitch out and you get left in the dust. just keep it 💯 bullshit realtalk",
ObjectID(5742d1d1a150371dfcaed0aa),"jeonxjr","@ SHOWNU'S ROOM"," bitch he is so cute i got to go URL",
ObjectID(5742d1d3a150371dfcaed0ab),"trishykate","Naga City"," gotta thank all the douches out there for making me a stronger bitch",
ObjectID(5742d1d5a150371dfcaed0ac),"senpaichrstl","bts' dorm"," hi bitch 😂😂😂😂 AT_USER URL",
ObjectID(5742d1d7a150371dfcaed0ad),"MZB3NZ","702, NV"," too legited to quit it bitch",
ObjectID(5742d1d7a150371dfcaed0ae),"_EXOTICEMPRESS_","Australia"," step forward little bitch if you're ready to get rinsed and talk to me",
ObjectID(5742d1d8a150371dfcaed0af),"baepslay","bwii"," lol @ my mom and dad😂😂😂 me: pantai itu apa? (what is beach? [in korean]) dad: beach😂 me: bitch? dad: beach me+mom: bitch? dad: no not that",
ObjectID(5742d1d8a150371dfcaed0b0),"CathyTeenBitch",," teen young teen bitch image girlfriends URL",
ObjectID(5742d1d9a150371dfcaed0b1),"ColeenSagerCam",," ahh i look kinda sweet in this pic :- ) cum with me URL cam bitch URL",
ObjectID(5742d1daa150371dfcaed0b2),"notjedi","fresh fish, smell it"," AT_USER AT_USER yea bitch",
ObjectID(5742d1dba150371dfcaed0b3),"drunkallsummer","12|3|15 3|4|16"," bitch built like a goddamn refrigerator URL",
ObjectID(5742d1dca150371dfcaed0b4),"phoenix_nim","i ship, that's what i do."," AT_USER bitch same!!!!",
ObjectID(5742d1dda150371dfcaed0b5),"beech_jenny",," hate how i get before exams, literally such a bitch🙄",
ObjectID(5742d1dda150371dfcaed0b6),"MelonTitsMage",," ""sucking dick is an art form. you can't just grab it and work the shaft like a pro. you gotta perfect it and learn, nigga bitch."" melonsbot",
ObjectID(5742d1dea150371dfcaed0b7),"antoniofre24",," AT_USER AT_USER AT_USER enjoy your last meal, here, supersize it bitch",
ObjectID(5742d1dea150371dfcaed0b8),"Illies06",," en direct sur periscope : usa bitch URL",
ObjectID(5742d1dea150371dfcaed0b9),"Plextighhhht",," this nigga just said dasia ass not fat ! bitch whereeeee . tffff he blind or some tfffff",
ObjectID(5742d1dea150371dfcaed0ba),"Ayalcinco",," hello bitch",
ObjectID(5742d1dfa150371dfcaed0bb),"WhoIsNoshen","Sverige"," AT_USER AT_USER AT_USER bitch i've known you since you were 9 😂😂",
ObjectID(5742d1e0a150371dfcaed0bc),"ZeleDMaleGisele","In Tartarus w/ Uncle Hades"," i tried a different route with my alarm this morning... and bitch!!! that shit got my heart racing a mile a minute.",
ObjectID(5742d1e0a150371dfcaed0bd),"freshradiogold","Benidorm, Comunidad Valenciana"," nowplaying resurrection shuffle - ashton gardner & dyke",
ObjectID(5742d1e1a150371dfcaed0be),"LondonMarshall5","Reno, NV"," girls every guy needs to be following on snapchat URL sex erotic bitch URL",
ObjectID(5742d1e4a150371dfcaed0bf),"rosablike","deshawn ❤️"," i remember a while back at school when a bitch played me and she stole my calculator",
ObjectID(5742d1e7a150371dfcaed0c0),"Esquibelumv","Plano"," thingsyoudontsaytome don't call my phone asking "" who is this?"" .. bitch you called me, who the hell are you?!",
ObjectID(5742d1e7a150371dfcaed0c1),"burtaoreune","@jungzyra ♡"," to all the people calling my girl krystal a bitch bc shes dating your oppa stfu and and be mature",
ObjectID(5742d1e8a150371dfcaed0c2),"hillary_73",," i don't even know who asked this fucking bitch ! mtchwww",
ObjectID(5742d1e9a150371dfcaed0c3),"angelalovesjk","Philippines | Psalm 46:5"," them: fan ka ba o hater? me: neutral bitch",
ObjectID(5742d1e9a150371dfcaed0c4),"Bossmoneylaflar",," left my old bitch cuz she love fucking around 🚶🏾🚶🏾🚶🏾🍆👅💦🔃",
ObjectID(5742d1e9a150371dfcaed0c5),"_morganmariaa","Santa Monica, CA"," AT_USER lmao & bitch u literally hit me in the head one and the rest of the time just yanked me .. video tells all ..",
ObjectID(5742d1eca150371dfcaed0c6),"6d8932Nidia",," mature sexygirls bitch tits just sex! 😈 only the hard! ☺ only porn! ➡ URL URL",
ObjectID(5742d1eca150371dfcaed0c7),"camcumthrough",," luke and micheal are fighting bc of arzaylea i can't really sink that in wtf since that bitch popped in everything becomes so fucked up",
ObjectID(5742d1eda150371dfcaed0c8),"IzayaTheGod","Eating Raven's Ass"," this bitch blocced me for saying crip pussy is good..???? URL",
ObjectID(5742d1eda150371dfcaed0c9),"LacombeBouiewhm",," lil kids forever asking ""do you have games on your phone""?.... bitch nooooooooo !!!!!",
ObjectID(5742d1eda150371dfcaed0ca),"BatsAUS","Frankston Vic Australia"," AT_USER had a yarn about this to a cunt at the staysh just after he cracked a tinny and lit his fag. fucken pissa cob.",
ObjectID(5742d1eda150371dfcaed0cb),"TraceyNardone",," i like how they have a condom jar lmao URL",
ObjectID(5742d1eda150371dfcaed0cc),"stellajanenam",," if all you want from me is sex then you're fucking missing out cus i'm a cool ass bitch",
ObjectID(5742d1eea150371dfcaed0cd),"Ferreruhu",," you girls be 13 talking about ""i hate sleeping alone"" .. well bitch you better buy a damn teddy bear.",
ObjectID(5742d1eea150371dfcaed0ce),"ughrmheecel",," bitch better have my money",
ObjectID(5742d1efa150371dfcaed0cf),"0000_nas892",," i'm back bitch's",
ObjectID(5742d1f2a150371dfcaed0d0),"bobylevanikole4",," camgirl sexdating naked bitch fight URL URL",
ObjectID(5742d1f4a150371dfcaed0d1),"sharklies","North Carolina, USA"," but basically my cats a bitch the end",
ObjectID(5742d1f6a150371dfcaed0d2),"nigelying","404 unknown error "," AT_USER passion for sex customer lol, so cheap still want a damn discount rather that bitch not buy it from you if she's gonna complain",
ObjectID(5742d1f7a150371dfcaed0d3),"TeenGFLiza",," teens young teen bitch image girlfriends URL",
ObjectID(5742d1f8a150371dfcaed0d4),"JionMcgran","Manila, Philippines"," blonde bitch 😂😈",
ObjectID(5742d1f8a150371dfcaed0d5),"ShyNiiPvP","On My Chair"," AT_USER cheap ass bitch ass",
ObjectID(5742d1f8a150371dfcaed0d6),"IzayaTheGod","Eating Raven's Ass"," cool out. URL",
ObjectID(5742d1faa150371dfcaed0d7),"lismithxo","Huddersfield "," hate going dentist! she's always such a bitch 😡",
ObjectID(5742d1fca150371dfcaed0d8),"Elisexyy","PHILIPPINES"," yea bitch yea bitch call me sexy, imma good girl, imma ima goodgirl! URL",
ObjectID(5742d1fda150371dfcaed0d9),"Naomygosh","Paris / NYC"," ran down on the bitch twice.",
ObjectID(5742d1ffa150371dfcaed0da),"JoseLui025","$an DiEg0 c@ (u$@)"," on my way to fuck ur bitch! URL ""lol happy ",
ObjectID(5742d200a150371dfcaed0db),"maccimace",," i wish i knew somebody like myself man i would love that bitch 😩☺️",
ObjectID(5742d201a150371dfcaed0dc),"bestie_1738",," i mean i give knowledge 🤓😂 brain head dome knowledge bobbleheadass lmao same shit 💯 but that's ☕️🐸 😂 AT_USER URL",
ObjectID(5742d203a150371dfcaed0dd),"humpiver",," ophelia hot bitch in an anal 3way sex scene: ophelia bitch scene anal 3way URL",
ObjectID(5742d203a150371dfcaed0de),"___qveendee","on a Costa Rican Cruise♡"," this why i hate asking that bitch for shit yo",
ObjectID(5742d204a150371dfcaed0df),"SadieHodge13","Milwaukee, WI"," crazy sexy girls like to have fun. do you agree? check this: URL porn blonde bitch posing URL",
ObjectID(5742d206a150371dfcaed0e0),"avadhkumar","India"," AT_USER AT_USER AT_USER haha yes. bitch and ghost of indian media",
ObjectID(5742d207a150371dfcaed0e1),"millharding","brum"," AT_USER AT_USER dont call em a bitch",
ObjectID(5742d208a150371dfcaed0e2),"djones94__","TACOMA WA"," bitchs be crying over dick they only new for 3weeks like um excuse me bitch get your life that ain't nowhere near loyal fuck dick money team",
ObjectID(5742d20ba150371dfcaed0e3),"wokedun","kayden marti nicole ash"," shut the fuck up ugly bitch URL",
ObjectID(5742d20ca150371dfcaed0e4),"chkihyun","frooge is real"," ned's wife's sister is a bitch",
ObjectID(5742d20da150371dfcaed0e5),"iR4ndy","Quahog"," AT_USER AT_USER bitch wtf. she's 15 and is fucking 25 dudes and you trynna justify that? congratulations. dumbass of the decade",
ObjectID(5742d20fa150371dfcaed0e6),"lonergirl117",," this is AT_USER URL",
ObjectID(5742d20fa150371dfcaed0e7),"365Arizona","State of Arizona"," sharia details how to properly beat your wife! rt URL stopislam billwarnerphd AT_USER cspi bansharia",
ObjectID(5742d211a150371dfcaed0e8),"highratemich","auf Balkon"," ain't you ever seen a princess be a bad bitch?",
ObjectID(5742d212a150371dfcaed0e9),"blve_wolf","East Airport"," he still a bitch tho URL",
ObjectID(5742d213a150371dfcaed0ea),"xenababeee",," AT_USER ok bitch do you clearly see yourself yanking me ??? common your like a fucken giant compared to me and i still got hit on you",
ObjectID(5742d215a150371dfcaed0eb),"70sBowie","karl throne"," yea expect prince won't be sitting with mj because he hated him URL",
ObjectID(5742d215a150371dfcaed0ec),"ikinSG","Kuala Lumpur"," i'm 99% sure that some people see me as a creepy ass psycho bitch but i'm 100% sure that i don't give a rat's ass",
ObjectID(5742d217a150371dfcaed0ed),"aamirsgrl18","near at the socket ✨"," sometimes i would like to bitch slap some of those srk fans for being too narrow.",
ObjectID(5742d218a150371dfcaed0ee),"minxingsoo","Philippines"," yaaaaaas bitch slay me already exo URL",
ObjectID(5742d219a150371dfcaed0ef),"DannaBananaWolf",," i really hate that bitch!",
ObjectID(5742d21ba150371dfcaed0f0),"THCxLion","Dallas, TX"," prolly trash lol URL",
ObjectID(5742d21ba150371dfcaed0f1),"EvonneCeline",," life is a bitch, so learn how to fuck it 👌",
ObjectID(5742d21ca150371dfcaed0f2),"rearview","seattle"," you deadass asked us how to spell refrigerator URL",
ObjectID(5742d21fa150371dfcaed0f3),"hansoldeluxe",," AT_USER dumb ass bitch ill jump on wonwoo if i want",
ObjectID(5742d220a150371dfcaed0f4),"BlackRaphael1",," white bitch needahead URL",
ObjectID(5742d221a150371dfcaed0f5),"Ashley_Molina24","319"," AT_USER AT_USER yaaaasssss facts bitch they already know we crazy 😇😈",
ObjectID(5742d222a150371dfcaed0f6),"lararadankovic",," craziest bitch i know i love you happy birthday 💋💖 AT_USER URL",
ObjectID(5742d222a150371dfcaed0f7),"Eoz4","Middle Earth"," you need to get rid of that bitch...tha same bitch that broke your heart.",
ObjectID(5742d225a150371dfcaed0f8),"hellocamsy","Manila, Ph"," i'm rich, i'm skinny and a little bit of a bitch 🎶🎤🎵",
ObjectID(5742d225a150371dfcaed0f9),"nneqfhf",," larkin love queen bitch URL",
ObjectID(5742d226a150371dfcaed0fa),"wassupcheeks","North Carolina, USA"," i always slapped a bitch about a week ago",
ObjectID(5742d226a150371dfcaed0fb),"JCrash_","Chicago "," this bitch. URL",
ObjectID(5742d228a150371dfcaed0fc),"avelarjuanito",," i'm sorry but i'm still butthurt over that fat bitch i should've gave her a taste of some gender equality",
ObjectID(5742d229a150371dfcaed0fd),"SwissBie","Tavern"," bitch! URL",
ObjectID(5742d229a150371dfcaed0fe),"MeganWileman7",," 17 year old girl, driving an aveo, makes wapella her bitch",
ObjectID(5742d229a150371dfcaed0ff),"JD_ETMG","St.Louis MO."," bitch don't tease me if you come to my spot is ya fuckn if ya not den ya leaving !!! savage",
ObjectID(5742d22ca150371dfcaed100),"GangbangErotic",," bitch young teen bitch image girlfriend URL",
ObjectID(5742d22ea150371dfcaed101),"tessanicole71",," lmao i go from like ""really bitch"" to ""heyyyy"" 😂😂😂 URL",
ObjectID(5742d22fa150371dfcaed102),"itsddoublee","jaebum & jimin's eye smile"," has a resting bitch face but actually vvvv soft and squishy on the inside !! URL",
ObjectID(5742d22fa150371dfcaed103),"LiLH3R0","OceanCity"," i ain't tryna be in that bitch no more 󾭻😎 i need a new way to make money",
ObjectID(5742d231a150371dfcaed104),"BertrandNobles",," nasty lil bitch URL",
ObjectID(5742d234a150371dfcaed105),"CcreamedollA","in my own world✨"," threats in s relationship be real asf, ""i'll kill her "" like a bitch be ready to ride by and really do a thing or two. keep playing❗️",
ObjectID(5742d234a150371dfcaed106),"SaundraTeenBoob",," teens young teen bitch image teenwhore URL",
ObjectID(5742d234a150371dfcaed107),"__guilm",," the tests starting today, let's finish that fucking bitch",
ObjectID(5742d235a150371dfcaed108),"EvonneCeline",," life is a bitch, so learn how to fuck it",
ObjectID(5742d236a150371dfcaed109),"dinahslance","icon: astoriamalfoys (tumblr)"," every time i see ******** or ** on sm i just get reminded of this horrible experience i had with them i hate this bitch so much",
ObjectID(5742d237a150371dfcaed10a),"beneathmybonxs",," fish mooney, bitch.",
ObjectID(5742d237a150371dfcaed10b),"Memilly__",," my phone probably off 😕 i would never know c/ this bitch dont never ring. & im always in the house using wifi 😭💀",
ObjectID(5742d237a150371dfcaed10c),"dhatboychardd","MetiendoleFlow"," why this shawty got to be sooo sexy but fuck with this bitch 😢",
ObjectID(5742d237a150371dfcaed10d),"Porn_Minor_Tube",," bitch ass asshole blonde teen rides toys on webcam URL tits boobs dog",
ObjectID(5742d238a150371dfcaed10e),"DingoResearch","Armidale, NSW, Australia"," dingo group 2 new england np black bitch ginger dog adults > 2 yrs no young raised in 2015 URL",
ObjectID(5742d239a150371dfcaed10f),"francin30104624","Florida, USA"," lol! they act tough on the otherside of the fence, you little fag boys. URL",
ObjectID(5742d239a150371dfcaed110),"kashhglock",," : this bitch ona new dress ugly asf 😭😭😭✌🏾️✌🏾😂😂",
ObjectID(5742d23aa150371dfcaed111),"THCxLion","Dallas, TX"," my location on boolee URL",
ObjectID(5742d23aa150371dfcaed112),"OctavioSParkins",," cause he a bitch",
ObjectID(5742d23aa150371dfcaed113),"atillio_","Palmer, AK"," josh you're a grade a bitch",
ObjectID(5742d23ba150371dfcaed114),"ConeyTeen",," bitch young teen bitch image teenwhore URL",
ObjectID(5742d23ba150371dfcaed115),"ChristianReisz",," AT_USER some bitch posing with you, next to your fathers carcass? i guess some people are just more equal! URL",
ObjectID(5742d23ca150371dfcaed116),"AidanGrahammm","Los Angeles, CA"," you meant to @ AT_USER lmfaoooo URL",
ObjectID(5742d23fa150371dfcaed117),"_kristoferp","Mandaluyong, Manila, PH"," bitch not me. URL",
ObjectID(5742d23fa150371dfcaed118),"thenameiskat","Malaysia"," some ppl and their ""just kidding, jk,jk"" after saying something that they obviously meant. like bitch, who the hell are you kidding? yoself?",
ObjectID(5742d240a150371dfcaed119),"EmmiliaSlv",," AT_USER bitch",
ObjectID(5742d240a150371dfcaed11a),"obh_ooz215","Da P Land Of Da Murda"," lost ass bitch😒",
ObjectID(5742d240a150371dfcaed11b),"mysteriousg0ld","❤️"," i've to the realization that it's always gon be that bitch 🙃🖕🏽",
ObjectID(5742d241a150371dfcaed11c),"FuckOnRalph","HeartBreak Hotel"," lol you already got the wrong bitch if she smoking and drinking with other niggas anyway URL",
ObjectID(5742d242a150371dfcaed11d),"mark_perry309","Vic, Australia"," omg, that neck. karma is a bitch when you deceive. URL",
ObjectID(5742d244a150371dfcaed11e),"nourriemeangels","Up Louis' ass"," AT_USER AT_USER it is a fucking compliment bitch. how lucky you're",
ObjectID(5742d244a150371dfcaed11f),"petitejo_","BBY: val // dy qcrj itxx plsq "," fucked up lol fucking bitch",
ObjectID(5742d244a150371dfcaed120),"estherlongden",," the zara website is like a basic bitch tumblr theme",
ObjectID(5742d245a150371dfcaed121),"MasakoTeenAss",," teens young teen bitch image teenbitch URL",
ObjectID(5742d245a150371dfcaed122),"niainakebukan","frankenstein's brain"," ooooooooo take that, bitch",
ObjectID(5742d248a150371dfcaed123),"WTFisTwonJ","Virginia, USA"," her name first help cuz that bitch was triflin too lol URL",
ObjectID(5742d24ba150371dfcaed124),"checkitoutTDOLL",," AT_USER AT_USER lol bitch a name not no initials",
ObjectID(5742d24ca150371dfcaed125),"arianazbitch",," fight me bitch",
ObjectID(5742d24da150371dfcaed126),"so_tonye",," AT_USER bitch shut up😒😂",
ObjectID(5742d24ea150371dfcaed127),"babytaehs","11/05/16 - defeated jungkook"," AT_USER bitch i just combust im cruing i lobe u",
ObjectID(5742d251a150371dfcaed128),"Actongeu","Tulsa"," girls be so quick to upload half naked pictures... bitch upload a diploma!",
ObjectID(5742d252a150371dfcaed129),"Le_DKDR","cameroon"," fuck no bitch that's fucking with your dawg, that's law.",
ObjectID(5742d252a150371dfcaed12a),"deathlyhaIIows",," aint you ever seen a princess be a bad bitch",
ObjectID(5742d253a150371dfcaed12b),"crkhfxo_","vegas/iowa"," ""militia season bitch we scorin my college bitches wanna swarm nah i'll see you bitches when i'm tourin"" 💀😂",
ObjectID(5742d254a150371dfcaed12c),"1BTKS_","AL❤️"," AT_USER say sum smart bitch😒",
ObjectID(5742d254a150371dfcaed12d),"elyssaalee","DVO | South Cotabato, PH"," why do you even exist? bitch.",
ObjectID(5742d256a150371dfcaed12e),"chelseymayr","Australia"," AT_USER text brady back bitch",
ObjectID(5742d256a150371dfcaed12f),"TokaAlokda","In my closet"," and to all those hoes 'replacing' me, bitch you're buying walmart because you think it's the same as chanel? your loss.",
ObjectID(5742d256a150371dfcaed130),"CocaineeBitch_",," bitch im w. the nonsense",
ObjectID(5742d257a150371dfcaed131),"jturtle135","'Merica"," ohmygod this bitch is crazy😂 like literally on a whole other level😋",
ObjectID(5742d257a150371dfcaed132),"TyreeChandter",," ghetto bitch assturbation URL",
ObjectID(5742d258a150371dfcaed133),"ThRrottLe","Connecticut"," nigga u flew to the lou.. next time you do hit up ya man's i can get you a nina a lil duck off the thot spot lil bitch named regina",
ObjectID(5742d259a150371dfcaed134),"ashyeeee",," my bitch is a dime.",
ObjectID(5742d25aa150371dfcaed135),"FeliceHornyAss",," punishtube finger that bitch's ass doggy style. limited special offer: URL URL",
ObjectID(5742d25da150371dfcaed136),"kyraisbae","San Diego, CA"," bitch stfu",
ObjectID(5742d25da150371dfcaed137),"thegardenslug","Singapore"," wonder what cats dream of? URL",
ObjectID(5742d25fa150371dfcaed138),"PleaseHerCeaser","Philly, PA ✈️ Okinawa, Japan "," hold you down ? bitch hold yaself",
ObjectID(5742d260a150371dfcaed139),"daeemarie","kierrakee❣"," 😂😂turnt that bitch upppp😊 URL",
ObjectID(5742d261a150371dfcaed13a),"amiracle09",," why is it everytime you wanna be nice ... theres always that one damn bitch 😃😃😃",
ObjectID(5742d262a150371dfcaed13b),"dinahslance","icon: astoriamalfoys (tumblr)"," thanks for completing ruining things i used to once enjoy bitch",
ObjectID(5742d265a150371dfcaed13c),"bbymidd",," AT_USER AT_USER bitch ion live pay check to pay check you buying frozen burgers with your food stamp card ass",
ObjectID(5742d266a150371dfcaed13d),"fuckbrad","Lavender Town"," bitch i got my glock cocked, when you hear that knock knock knock death at the door, telling you it's time to close shop",
ObjectID(5742d268a150371dfcaed13e),"gracepenfold_","United Kingdom"," when you calm your attitude down for him but he pushes you n you start to feel your inner crazy bitch resurrecting",
ObjectID(5742d268a150371dfcaed13f),"Synys_","Malaysia"," don't cry like a bitch when you feel the pain.",
ObjectID(5742d269a150371dfcaed140),"kjosqcnvtd",," mature bitch fuckedbyboyz URL",
ObjectID(5742d269a150371dfcaed141),"junghaeyi","김새런/송종기 hearts "," yeah😏be ready bitch .|. URL",
